FileLocation,filenames,Symbol,UniprotID,Kit,gene,Biomarker_TSS_Start,Biomarker_TSS_End,Chromosome_edit
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_VSIG10:Q8N0Z9:Oncology_II.tsv.gz,discovery_RS2_VSIG10:Q8N0Z9:Oncology_II.tsv.gz,VSIG10,Q8N0Z9,Oncology_II,VSIG10,118063593,118136026,12
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TWF2:Q6IBS0:Cardiometabolic_II.tsv.gz,discovery_RS2_TWF2:Q6IBS0:Cardiometabolic_II.tsv.gz,TWF2,Q6IBS0,Cardiometabolic_II,TWF2,52228612,52246788,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_RAB10:P61026:Cardiometabolic_II.tsv.gz,discovery_RS2_RAB10:P61026:Cardiometabolic_II.tsv.gz,RAB10,P61026,Cardiometabolic_II,RAB10,26034084,26137454,2
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_LRRN1:Q6UXK5:Inflammation.tsv.gz,discovery_RS2_LRRN1:Q6UXK5:Inflammation.tsv.gz,LRRN1,Q6UXK5,Inflammation,LRRN1,3799431,3849834,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CLUL1:Q15846:Cardiometabolic.tsv.gz,discovery_RS2_CLUL1:Q15846:Cardiometabolic.tsv.gz,CLUL1,Q15846,Cardiometabolic,CLUL1,596988,650334,18
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SIRT2:Q8IXJ6:Oncology.tsv.gz,discovery_RS2_SIRT2:Q8IXJ6:Oncology.tsv.gz,SIRT2,Q8IXJ6,Oncology,SIRT2,38878555,38899898,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_UNC5D:Q6UXZ4:Inflammation_II.tsv.gz,discovery_RS2_UNC5D:Q6UXZ4:Inflammation_II.tsv.gz,UNC5D,Q6UXZ4,Inflammation_II,UNC5D,35235475,35796550,8
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ITGAX:P20702:Oncology_II.tsv.gz,discovery_RS2_ITGAX:P20702:Oncology_II.tsv.gz,ITGAX,P20702,Oncology_II,ITGAX,31355134,31382999,16
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_NLGN1:Q8N2Q7:Neurology_II.tsv.gz,discovery_RS2_NLGN1:Q8N2Q7:Neurology_II.tsv.gz,NLGN1,Q8N2Q7,Neurology_II,NLGN1,173396284,174294372,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_EFNB2:P52799:Neurology_II.tsv.gz,discovery_RS2_EFNB2:P52799:Neurology_II.tsv.gz,EFNB2,P52799,Neurology_II,EFNB2,106489745,106535662,13
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_COQ7:Q99807:Cardiometabolic_II.tsv.gz,discovery_RS2_COQ7:Q99807:Cardiometabolic_II.tsv.gz,COQ7,Q99807,Cardiometabolic_II,COQ7,19067614,19080095,16
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_S100G:P29377:Neurology_II.tsv.gz,discovery_RS2_S100G:P29377:Neurology_II.tsv.gz,S100G,P29377,Neurology_II,S100G,16650158,16654670,X
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_RBP1:P09455:Neurology_II.tsv.gz,discovery_RS2_RBP1:P09455:Neurology_II.tsv.gz,RBP1,P09455,Neurology_II,RBP1,139517434,139539829,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_FMNL1:O95466:Neurology.tsv.gz,discovery_RS2_FMNL1:O95466:Neurology.tsv.gz,FMNL1,O95466,Neurology,FMNL1,45221444,45247319,17
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_FOXO1:Q12778:Inflammation.tsv.gz,discovery_RS2_FOXO1:Q12778:Inflammation.tsv.gz,FOXO1,Q12778,Inflammation,FOXO1,40555667,40666641,13
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SART1:O43290:Cardiometabolic_II.tsv.gz,discovery_RS2_SART1:O43290:Cardiometabolic_II.tsv.gz,SART1,O43290,Cardiometabolic_II,SART1,65961728,65980137,11
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_MASP1:P48740:Neurology.tsv.gz,discovery_RS2_MASP1:P48740:Neurology.tsv.gz,MASP1,P48740,Neurology,MASP1,187217282,187291980,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_DGKZ:Q13574:Inflammation.tsv.gz,discovery_RS2_DGKZ:Q13574:Inflammation.tsv.gz,DGKZ,Q13574,Inflammation,DGKZ,46332905,46380554,11
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_JMJD1C:Q15652:Oncology_II.tsv.gz,discovery_RS2_JMJD1C:Q15652:Oncology_II.tsv.gz,JMJD1C,Q15652,Oncology_II,JMJD1C,63167221,63521850,10
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CD69:Q07108:Cardiometabolic.tsv.gz,discovery_RS2_CD69:Q07108:Cardiometabolic.tsv.gz,CD69,Q07108,Cardiometabolic,CD69,9752486,9760901,12
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CRYBB2:P43320:Neurology_II.tsv.gz,discovery_RS2_CRYBB2:P43320:Neurology_II.tsv.gz,CRYBB2,P43320,Neurology_II,CRYBB2,25212564,25231870,22
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SERPINB9:P50453:Neurology.tsv.gz,discovery_RS2_SERPINB9:P50453:Neurology.tsv.gz,SERPINB9,P50453,Neurology,SERPINB9,2887270,2903309,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TIMP1:P01033:Cardiometabolic.tsv.gz,discovery_RS2_TIMP1:P01033:Cardiometabolic.tsv.gz,TIMP1,P01033,Cardiometabolic,TIMP1,47582408,47586789,X
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ITGA11:Q9UKX5:Inflammation.tsv.gz,discovery_RS2_ITGA11:Q9UKX5:Inflammation.tsv.gz,ITGA11,Q9UKX5,Inflammation,ITGA11,68296532,68432163,15
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_BPIFA2:Q96DR5:Cardiometabolic_II.tsv.gz,discovery_RS2_BPIFA2:Q96DR5:Cardiometabolic_II.tsv.gz,BPIFA2,Q96DR5,Cardiometabolic_II,BPIFA2,33161768,33181412,20
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_BNIP3L:O60238:Inflammation_II.tsv.gz,discovery_RS2_BNIP3L:O60238:Inflammation_II.tsv.gz,BNIP3L,O60238,Inflammation_II,BNIP3L,26383054,26505636,8
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GC:P02774:Inflammation_II.tsv.gz,discovery_RS2_GC:P02774:Inflammation_II.tsv.gz,GC,P02774,Inflammation_II,GC,71741696,71804041,4
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_RBPMS:Q93062:Inflammation_II.tsv.gz,discovery_RS2_RBPMS:Q93062:Inflammation_II.tsv.gz,RBPMS,Q93062,Inflammation_II,RBPMS,30384511,30572256,8
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_LCN15:Q6UWW0:Neurology_II.tsv.gz,discovery_RS2_LCN15:Q6UWW0:Neurology_II.tsv.gz,LCN15,Q6UWW0,Neurology_II,LCN15,136759634,136766255,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TBC1D5:Q92609:Inflammation.tsv.gz,discovery_RS2_TBC1D5:Q92609:Inflammation.tsv.gz,TBC1D5,Q92609,Inflammation,TBC1D5,17157162,18444817,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ADAMTSL5:Q6ZMM2:Cardiometabolic_II.tsv.gz,discovery_RS2_ADAMTSL5:Q6ZMM2:Cardiometabolic_II.tsv.gz,ADAMTSL5,Q6ZMM2,Cardiometabolic_II,ADAMTSL5,1505022,1513604,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_IL1A:P01583:Inflammation.tsv.gz,discovery_RS2_IL1A:P01583:Inflammation.tsv.gz,IL1A,P01583,Inflammation,IL1A,112773925,112784493,2
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TXNDC5:Q8NBS9:Neurology.tsv.gz,discovery_RS2_TXNDC5:Q8NBS9:Neurology.tsv.gz,TXNDC5,Q8NBS9,Neurology,TXNDC5,7881517,7910788,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CRIM1:Q9NZV1:Inflammation.tsv.gz,discovery_RS2_CRIM1:Q9NZV1:Inflammation.tsv.gz,CRIM1,Q9NZV1,Inflammation,CRIM1,36355778,36551135,2
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_EBAG9:O00559:Neurology.tsv.gz,discovery_RS2_EBAG9:O00559:Neurology.tsv.gz,EBAG9,O00559,Neurology,EBAG9,109539711,109570072,8
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CTSD:P07339:Cardiometabolic.tsv.gz,discovery_RS2_CTSD:P07339:Cardiometabolic.tsv.gz,CTSD,P07339,Cardiometabolic,CTSD,1752752,1764573,11
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_STX5:Q13190:Inflammation_II.tsv.gz,discovery_RS2_STX5:Q13190:Inflammation_II.tsv.gz,STX5,Q13190,Inflammation_II,STX5,62806860,62832051,11
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SH2B3:Q9UQQ2:Oncology.tsv.gz,discovery_RS2_SH2B3:Q9UQQ2:Oncology.tsv.gz,SH2B3,Q9UQQ2,Oncology,SH2B3,111405923,111451623,12
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PTPRB:P23467:Cardiometabolic_II.tsv.gz,discovery_RS2_PTPRB:P23467:Cardiometabolic_II.tsv.gz,PTPRB,P23467,Cardiometabolic_II,PTPRB,70515870,70637440,12
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GPKOW:Q92917:Neurology.tsv.gz,discovery_RS2_GPKOW:Q92917:Neurology.tsv.gz,GPKOW,Q92917,Neurology,GPKOW,49113407,49123735,X
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PIK3AP1:Q6ZUJ8:Inflammation.tsv.gz,discovery_RS2_PIK3AP1:Q6ZUJ8:Inflammation.tsv.gz,PIK3AP1,Q6ZUJ8,Inflammation,PIK3AP1,96593315,96720514,10
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SOST:Q9BQB4:Cardiometabolic.tsv.gz,discovery_RS2_SOST:Q9BQB4:Cardiometabolic.tsv.gz,SOST,Q9BQB4,Cardiometabolic,SOST,43753738,43758791,17
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CR2:P20023:Cardiometabolic.tsv.gz,discovery_RS2_CR2:P20023:Cardiometabolic.tsv.gz,CR2,P20023,Cardiometabolic,CR2,207453024,207489895,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_AIF1L:Q9BQI0:Cardiometabolic_II.tsv.gz,discovery_RS2_AIF1L:Q9BQI0:Cardiometabolic_II.tsv.gz,AIF1L,Q9BQI0,Cardiometabolic_II,AIF1L,131096476,131123152,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PHLDB2:Q86SQ0:Oncology_II.tsv.gz,discovery_RS2_PHLDB2:Q86SQ0:Oncology_II.tsv.gz,PHLDB2,Q86SQ0,Oncology_II,PHLDB2,111732497,111976517,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GFER:P55789:Oncology.tsv.gz,discovery_RS2_GFER:P55789:Oncology.tsv.gz,GFER,P55789,Oncology,GFER,1984193,1987749,16
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_RBP5:P82980:Oncology.tsv.gz,discovery_RS2_RBP5:P82980:Oncology.tsv.gz,RBP5,P82980,Oncology,RBP5,7114967,7128889,12
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GIT1:Q9Y2X7:Inflammation_II.tsv.gz,discovery_RS2_GIT1:Q9Y2X7:Inflammation_II.tsv.gz,GIT1,Q9Y2X7,Inflammation_II,GIT1,29573475,29594054,17
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SNU13:P55769:Cardiometabolic_II.tsv.gz,discovery_RS2_SNU13:P55769:Cardiometabolic_II.tsv.gz,SNU13,P55769,Cardiometabolic_II,SNU13,41673933,41690504,22
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_C1GALT1C1:Q96EU7:Cardiometabolic_II.tsv.gz,discovery_RS2_C1GALT1C1:Q96EU7:Cardiometabolic_II.tsv.gz,C1GALT1C1,Q96EU7,Cardiometabolic_II,C1GALT1C1,120625674,120630054,X
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_LYSMD3:Q7Z3D4:Neurology_II.tsv.gz,discovery_RS2_LYSMD3:Q7Z3D4:Neurology_II.tsv.gz,LYSMD3,Q7Z3D4,Neurology_II,LYSMD3,90515611,90529584,5
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_DTX2:Q86UW9:Neurology_II.tsv.gz,discovery_RS2_DTX2:Q86UW9:Neurology_II.tsv.gz,DTX2,Q86UW9,Neurology_II,DTX2,76461676,76505995,7
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SLITRK1:Q96PX8:Inflammation_II.tsv.gz,discovery_RS2_SLITRK1:Q96PX8:Inflammation_II.tsv.gz,SLITRK1,Q96PX8,Inflammation_II,SLITRK1,83877205,83882474,13
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_FADD:Q13158:Cardiometabolic.tsv.gz,discovery_RS2_FADD:Q13158:Cardiometabolic.tsv.gz,FADD,Q13158,Cardiometabolic,FADD,70203296,70207390,11
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GPR158:Q5T848:Neurology_II.tsv.gz,discovery_RS2_GPR158:Q5T848:Neurology_II.tsv.gz,GPR158,Q5T848,Neurology_II,GPR158,25174802,25602229,10
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PRSS53:Q2L4Q9:Neurology_II.tsv.gz,discovery_RS2_PRSS53:Q2L4Q9:Neurology_II.tsv.gz,PRSS53,Q2L4Q9,Neurology_II,PRSS53,31083437,31089628,16
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CENPJ:Q9HC77:Oncology_II.tsv.gz,discovery_RS2_CENPJ:Q9HC77:Oncology_II.tsv.gz,CENPJ,Q9HC77,Oncology_II,CENPJ,24882279,24922889,13
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CXCL13:O43927:Neurology.tsv.gz,discovery_RS2_CXCL13:O43927:Neurology.tsv.gz,CXCL13,O43927,Neurology,CXCL13,77511753,77611834,4
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_DXO:O77932:Neurology_II.tsv.gz,discovery_RS2_DXO:O77932:Neurology_II.tsv.gz,DXO,O77932,Neurology_II,DXO,31951992,32048735,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_RAB27B:O00194:Cardiometabolic_II.tsv.gz,discovery_RS2_RAB27B:O00194:Cardiometabolic_II.tsv.gz,RAB27B,O00194,Cardiometabolic_II,RAB27B,54717860,54895516,18
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_RABEPK:Q7Z6M1:Oncology.tsv.gz,discovery_RS2_RABEPK:Q7Z6M1:Oncology.tsv.gz,RABEPK,Q7Z6M1,Oncology,RABEPK,125200542,125234161,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PLAUR:Q03405:Inflammation.tsv.gz,discovery_RS2_PLAUR:Q03405:Inflammation.tsv.gz,PLAUR,Q03405,Inflammation,PLAUR,43646095,43670547,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PSMG3:Q9BT73:Inflammation.tsv.gz,discovery_RS2_PSMG3:Q9BT73:Inflammation.tsv.gz,PSMG3,Q9BT73,Inflammation,PSMG3,1567332,1571005,7
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_REEP4:Q9H6H4:Neurology_II.tsv.gz,discovery_RS2_REEP4:Q9H6H4:Neurology_II.tsv.gz,REEP4,Q9H6H4,Neurology_II,REEP4,22138020,22141951,8
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CBLN1:P23435:Neurology_II.tsv.gz,discovery_RS2_CBLN1:P23435:Neurology_II.tsv.gz,CBLN1,P23435,Neurology_II,CBLN1,49277917,49281838,16
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CD164:Q04900:Neurology.tsv.gz,discovery_RS2_CD164:Q04900:Neurology.tsv.gz,CD164,Q04900,Neurology,CD164,109366514,109382467,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_MPIG6B:O95866:Inflammation.tsv.gz,discovery_RS2_MPIG6B:O95866:Inflammation.tsv.gz,MPIG6B,O95866,Inflammation,MPIG6B,31700763,31802992,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_MET:P08581:Cardiometabolic.tsv.gz,discovery_RS2_MET:P08581:Cardiometabolic.tsv.gz,MET,P08581,Cardiometabolic,MET,116672196,116798377,7
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CLTA:P09496:Cardiometabolic.tsv.gz,discovery_RS2_CLTA:P09496:Cardiometabolic.tsv.gz,CLTA,P09496,Cardiometabolic,CLTA,36190856,36304781,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_APOC1:P02654:Inflammation_II.tsv.gz,discovery_RS2_APOC1:P02654:Inflammation_II.tsv.gz,APOC1,P02654,Inflammation_II,APOC1,44914247,44919349,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_NUDT2:P50583:Oncology.tsv.gz,discovery_RS2_NUDT2:P50583:Oncology.tsv.gz,NUDT2,P50583,Oncology,NUDT2,34329506,34343711,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_FGFBP3:Q8TAT2:Neurology_II.tsv.gz,discovery_RS2_FGFBP3:Q8TAT2:Neurology_II.tsv.gz,FGFBP3,Q8TAT2,Neurology_II,FGFBP3,91906584,91909486,10
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_IFNGR1:P15260:Inflammation.tsv.gz,discovery_RS2_IFNGR1:P15260:Inflammation.tsv.gz,IFNGR1,P15260,Inflammation,IFNGR1,137197483,137219449,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CTF1:Q16619:Cardiometabolic.tsv.gz,discovery_RS2_CTF1:Q16619:Cardiometabolic.tsv.gz,CTF1,Q16619,Cardiometabolic,CTF1,30896614,30903547,16
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_OPTC:Q9UBM4:Oncology.tsv.gz,discovery_RS2_OPTC:Q9UBM4:Oncology.tsv.gz,OPTC,Q9UBM4,Oncology,OPTC,203494153,203508949,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SHD:Q96IW2:Cardiometabolic_II.tsv.gz,discovery_RS2_SHD:Q96IW2:Cardiometabolic_II.tsv.gz,SHD,Q96IW2,Cardiometabolic_II,SHD,4279266,4290722,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_LILRB2:Q8N423:Cardiometabolic.tsv.gz,discovery_RS2_LILRB2:Q8N423:Cardiometabolic.tsv.gz,LILRB2,Q8N423,Cardiometabolic,LILRB2,54273812,54281944,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_MAMDC2:Q7Z304:Cardiometabolic_II.tsv.gz,discovery_RS2_MAMDC2:Q7Z304:Cardiometabolic_II.tsv.gz,MAMDC2,Q7Z304,Cardiometabolic_II,MAMDC2,70043581,70226972,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PGLYRP2:Q96PD5:Inflammation_II.tsv.gz,discovery_RS2_PGLYRP2:Q96PD5:Inflammation_II.tsv.gz,PGLYRP2,Q96PD5,Inflammation_II,PGLYRP2,15468645,15498956,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_C1QA:P02745:Inflammation.tsv.gz,discovery_RS2_C1QA:P02745:Inflammation.tsv.gz,C1QA,P02745,Inflammation,C1QA,22635077,22639678,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ADCYAP1R1:P41586:Oncology.tsv.gz,discovery_RS2_ADCYAP1R1:P41586:Oncology.tsv.gz,ADCYAP1R1,P41586,Oncology,ADCYAP1R1,31052308,31111474,7
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_RAB6B:Q9NRW1:Neurology.tsv.gz,discovery_RS2_RAB6B:Q9NRW1:Neurology.tsv.gz,RAB6B,Q9NRW1,Neurology,RAB6B,133824235,133895882,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TAX1BP1:Q86VP1:Neurology_II.tsv.gz,discovery_RS2_TAX1BP1:Q86VP1:Neurology_II.tsv.gz,TAX1BP1,Q86VP1,Neurology_II,TAX1BP1,27739331,27844564,7
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SDC1:P18827:Cardiometabolic.tsv.gz,discovery_RS2_SDC1:P18827:Cardiometabolic.tsv.gz,SDC1,P18827,Cardiometabolic,SDC1,20200797,20225433,2
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ACP1:P24666:Inflammation_II.tsv.gz,discovery_RS2_ACP1:P24666:Inflammation_II.tsv.gz,ACP1,P24666,Inflammation_II,ACP1,264140,278283,2
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_MOCS2:O96007:Inflammation_II.tsv.gz,discovery_RS2_MOCS2:O96007:Inflammation_II.tsv.gz,MOCS2,O96007,Inflammation_II,MOCS2,53095679,53110063,5
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_THOP1:P52888:Cardiometabolic.tsv.gz,discovery_RS2_THOP1:P52888:Cardiometabolic.tsv.gz,THOP1,P52888,Cardiometabolic,THOP1,2785503,2815807,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ADAMTS1:Q9UHI8:Inflammation_II.tsv.gz,discovery_RS2_ADAMTS1:Q9UHI8:Inflammation_II.tsv.gz,ADAMTS1,Q9UHI8,Inflammation_II,ADAMTS1,26835755,26845409,21
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_RAD23B:P54727:Oncology.tsv.gz,discovery_RS2_RAD23B:P54727:Oncology.tsv.gz,RAD23B,P54727,Oncology,RAD23B,107283137,107332192,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CNST:Q6PJW8:Cardiometabolic.tsv.gz,discovery_RS2_CNST:Q6PJW8:Cardiometabolic.tsv.gz,CNST,Q6PJW8,Cardiometabolic,CNST,246566444,246668595,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_KLK3:P07288:Cardiometabolic_II.tsv.gz,discovery_RS2_KLK3:P07288:Cardiometabolic_II.tsv.gz,KLK3,P07288,Cardiometabolic_II,KLK3,50854915,50860764,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CD34:P28906:Neurology.tsv.gz,discovery_RS2_CD34:P28906:Neurology.tsv.gz,CD34,P28906,Neurology,CD34,207880972,207911402,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ROBO4:Q8WZ75:Cardiometabolic_II.tsv.gz,discovery_RS2_ROBO4:Q8WZ75:Cardiometabolic_II.tsv.gz,ROBO4,Q8WZ75,Cardiometabolic_II,ROBO4,124883691,124898500,11
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TGM2:P21980:Cardiometabolic.tsv.gz,discovery_RS2_TGM2:P21980:Cardiometabolic.tsv.gz,TGM2,P21980,Cardiometabolic,TGM2,38127385,38166578,20
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SDC4:P31431:Cardiometabolic.tsv.gz,discovery_RS2_SDC4:P31431:Cardiometabolic.tsv.gz,SDC4,P31431,Cardiometabolic,SDC4,45325288,45348424,20
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SIGLEC8:Q9NYZ4:Cardiometabolic_II.tsv.gz,discovery_RS2_SIGLEC8:Q9NYZ4:Cardiometabolic_II.tsv.gz,SIGLEC8,Q9NYZ4,Cardiometabolic_II,SIGLEC8,51450847,51458456,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_MAN2B2:Q9Y2E5:Cardiometabolic_II.tsv.gz,discovery_RS2_MAN2B2:Q9Y2E5:Cardiometabolic_II.tsv.gz,MAN2B2,Q9Y2E5,Cardiometabolic_II,MAN2B2,6575189,6623362,4
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GLP1R:P43220:Neurology_II.tsv.gz,discovery_RS2_GLP1R:P43220:Neurology_II.tsv.gz,GLP1R,P43220,Neurology_II,GLP1R,39048781,39091303,6
